-86.6433586,34.7353371,American Family Care - University,Urgent Care,
-86.7305661,34.7554951,American Family Care - Madison,Urgent Care,
-86.5658356,34.6577015,American Family Care - Whitesburg,Urgent Care,
-86.765039,34.7471867,Madison Urgent Care,Urgent Care,
-86.5268375,34.7756505,Urgent Medcare,Urgent Care,
-86.6547381,34.7339531,University Walk-In Family Care,Urgent Care,
-86.5677504,34.6274447,North Alabama Medical Care,Urgent Care,
-86.7487682,34.8071479,Urgent Med Care,Urgent Care,
-86.5864497,34.7041237,Alabama Urgent Care For Women,Urgent Care,
-86.7204971,34.6887669,Medcare Walk-In Clinic,Urgent Care,
-86.7579557,34.6483544,Graham Medical Center - Walk-In Clinic,Urgent Care,
-86.7503236,34.7516431,Horizons Medical Care Pc,Urgent Care,
-86.5947489,34.7577943,Max Luther Medical Center,Urgent Care,
-86.6414439,34.7538604,Sparkman Medical Clinic,Urgent Care,
-86.6532056,34.7378757,Mission Square Medical Clinic,Urgent Care,
-86.5378388,34.6728197,Phoenix Emergency Care,Urgent Care,
-86.5676565,34.964051,Primary Medical Care Clinic,Urgent Care,
